timestamp_ms,frequency_hz
0.000,200.4263
10.667,199.2719
21.333,198.1242
32.000,196.9831
42.667,194.7206
53.333,192.4840
64.000,189.1772
74.667,185.9273
85.333,183.7917
96.000,180.6343
106.667,176.5086
117.333,174.4812
128.000,172.4771
138.667,171.4838
149.333,171.4838
160.000,170.4961
170.667,170.4961
181.333,170.4961
192.000,171.4838
202.667,171.4838
213.333,172.4771
224.000,173.4763
234.667,174.4812
245.333,174.4812
256.000,174.4812
266.667,175.4920
277.333,175.4920
288.000,175.4920
298.667,175.4920
309.333,175.4920
320.000,175.4920
330.667,175.4920
341.333,174.4812
352.000,173.4763
362.667,173.4763
373.333,173.4763
384.000,174.4812
394.667,175.4920
405.333,175.4920
416.000,176.5086
426.667,176.5086
437.333,175.4920
448.000,175.4920
458.667,173.4763
469.333,172.4771
480.000,171.4838
490.667,172.4771
501.333,172.4771
512.000,173.4763
522.667,175.4920
533.333,177.5311
544.000,179.5939
554.667,180.6343
565.333,180.6343
576.000,179.5939
586.667,177.5311
597.333,175.4920
608.000,172.4771
618.667,170.4961
629.333,168.5378
640.000,166.6019
650.667,166.6019
661.333,168.5378
672.000,172.4771
682.667,176.5086
693.333,179.5939
704.000,180.6343
714.667,179.5939
725.333,178.5595
736.000,177.5311
746.667,174.4812
757.333,170.4961
768.000,165.6424
778.667,161.8591
789.333,160.0000
800.000,165.6424
810.667,175.4920
821.333,182.7332
832.000,179.5939
842.667,176.5086
853.333,175.4920
864.000,175.4920
874.667,177.5311
885.333,179.5939
896.000,178.5595
906.667,177.5311
917.333,177.5311
928.000,178.5595
938.667,178.5595
949.333,179.5939
960.000,179.5939
970.667,176.5086
981.333,173.4763
992.000,168.5378
1002.667,166.6019
1013.333,166.6019
1024.000,167.5671
1034.667,167.5671
1045.333,167.5671
1056.000,167.5671
1066.667,169.5141
1077.333,173.4763
1088.000,173.4763
1098.667,171.4838
1109.333,171.4838
1120.000,171.4838
1130.667,171.4838
1141.333,171.4838
1152.000,166.6019
1162.667,0.0000
1173.333,0.0000
1184.000,0.0000
1194.667,0.0000
1205.333,0.0000
1216.000,0.0000
1226.667,0.0000
1237.333,0.0000
1248.000,0.0000
1258.667,183.7917
1269.333,177.5311
1280.000,168.5378
1290.667,172.4771
1301.333,168.5378
1312.000,167.5671
1322.667,165.6424
1333.333,165.6424
1344.000,165.6424
1354.667,165.6424
1365.333,166.6019
1376.000,165.6424
1386.667,161.8591
1397.333,163.7398
1408.000,166.6019
1418.667,167.5671
1429.333,168.5378
1440.000,171.4838
1450.667,173.4763
1461.333,173.4763
1472.000,173.4763
1482.667,171.4838
1493.333,171.4838
1504.000,172.4771
1514.667,0.0000
1525.333,0.0000
1536.000,0.0000
1546.667,0.0000
1557.333,0.0000
1568.000,0.0000
1578.667,0.0000
1589.333,0.0000
1600.000,0.0000
1610.667,0.0000
1621.333,0.0000
1632.000,0.0000
1642.667,0.0000
1653.333,140.0950
1664.000,138.4858
1674.667,138.4858
1685.333,138.4858
1696.000,138.4858
1706.667,138.4858
1717.333,140.0950
1728.000,139.2881
1738.667,137.6882
1749.333,137.6882
1760.000,139.2881
1770.667,137.6882
1781.333,137.6882
1792.000,137.6882
1802.667,140.9065
1813.333,140.0950
1824.000,137.6882
1834.667,137.6882
1845.333,137.6882
1856.000,124.0916
1866.667,126.9921
1877.333,0.0000
1888.000,0.0000
1898.667,0.0000
1909.333,0.0000
1920.000,0.0000
1930.667,0.0000
1941.333,0.0000
1952.000,0.0000
1962.667,0.0000
1973.333,137.6882
1984.000,137.6882
1994.667,137.6882
2005.333,137.6882
2016.000,137.6882
2026.667,137.6882
2037.333,137.6882
2048.000,137.6882
2058.667,137.6882
2069.333,137.6882
2080.000,138.4858
2090.667,138.4858
2101.333,137.6882
2112.000,137.6882
2122.667,137.6882
2133.333,136.1067
2144.000,136.8952
2154.667,137.6882
2165.333,139.2881
2176.000,138.4858
2186.667,137.6882
2197.333,136.8952
2208.000,137.6882
2218.667,137.6882
2229.333,137.6882
2240.000,137.6882
2250.667,137.6882
2261.333,0.0000
2272.000,137.6882
2282.667,138.4858
2293.333,139.2881
2304.000,139.2881
2314.667,138.4858
2325.333,138.4858
2336.000,137.6882
