timestamp_ms,frequency_hz
0.000,0.0000
10.667,0.0000
21.333,0.0000
32.000,0.0000
42.667,0.0000
53.333,0.0000
64.000,0.0000
74.667,0.0000
85.333,0.0000
96.000,0.0000
106.667,0.0000
117.333,0.0000
128.000,0.0000
138.667,0.0000
149.333,0.0000
160.000,0.0000
170.667,0.0000
181.333,0.0000
192.000,0.0000
202.667,0.0000
213.333,0.0000
224.000,0.0000
234.667,280.1900
245.333,281.8131
256.000,288.4001
266.667,298.5706
277.333,303.7895
288.000,307.3193
298.667,310.8902
309.333,310.8902
320.000,312.6912
330.667,312.6912
341.333,310.8902
352.000,310.8902
362.667,310.8902
373.333,310.8902
384.000,310.8902
394.667,310.8902
405.333,310.8902
416.000,310.8902
426.667,310.8902
437.333,310.8902
448.000,312.6912
458.667,312.6912
469.333,312.6912
480.000,314.5026
490.667,318.1569
501.333,329.3767
512.000,327.4796
522.667,327.4796
533.333,327.4796
544.000,327.4796
554.667,329.3767
565.333,329.3767
576.000,329.3767
586.667,329.3767
597.333,329.3767
608.000,329.3767
618.667,329.3767
629.333,329.3767
640.000,329.3767
650.667,329.3767
661.333,329.3767
672.000,329.3767
682.667,331.2848
693.333,331.2848
704.000,331.2848
714.667,331.2848
725.333,329.3767
736.000,329.3767
746.667,327.4796
757.333,325.5935
768.000,346.9526
778.667,359.1879
789.333,361.2686
800.000,365.4663
810.667,367.5835
821.333,369.7129
832.000,369.7129
842.667,371.8546
853.333,369.7129
864.000,369.7129
874.667,369.7129
885.333,369.7129
896.000,369.7129
906.667,369.7129
917.333,369.7129
928.000,369.7129
938.667,0.0000
949.333,310.8902
960.000,310.8902
970.667,309.0996
981.333,310.8902
992.000,312.6912
1002.667,0.0000
1013.333,0.0000
1024.000,0.0000
1034.667,482.2357
1045.333,487.8390
1056.000,490.6651
1066.667,496.3663
1077.333,499.2417
1088.000,499.2417
1098.667,499.2417
1109.333,499.2417
1120.000,499.2417
1130.667,499.2417
1141.333,496.3663
1152.000,496.3663
1162.667,493.5075
1173.333,493.5075
1184.000,493.5075
1194.667,490.6651
1205.333,493.5075
1216.000,493.5075
1226.667,493.5075
1237.333,496.3663
1248.000,496.3663
1258.667,496.3663
1269.333,496.3663
1280.000,496.3663
1290.667,493.5075
1301.333,496.3663
1312.000,496.3663
1322.667,502.1338
1333.333,510.9110
1344.000,522.8529
1354.667,535.0741
1365.333,544.4270
1376.000,550.7529
1386.667,553.9434
1397.333,557.1524
1408.000,557.1524
1418.667,557.1524
1429.333,557.1524
1440.000,553.9434
1450.667,553.9434
1461.333,553.9434
1472.000,553.9434
1482.667,557.1524
1493.333,557.1524
1504.000,553.9434
1514.667,553.9434
1525.333,553.9434
1536.000,553.9434
1546.667,553.9434
1557.333,553.9434
1568.000,553.9434
1578.667,553.9434
1589.333,553.9434
1600.000,553.9434
1610.667,553.9434
1621.333,553.9434
1632.000,553.9434
